9.4668 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [3840, 2160]. Using actual size
11.2370 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4353, -0.5216,  0.0902]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000214D73DD7C0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000214D9089E50>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.2373 	EXP 	window1: mouseVisible = True
11.2373 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.2373 	EXP 	window1: recordFrameIntervals = False
11.5087 	EXP 	window1: recordFrameIntervals = True
11.8125 	WARNING 	t of last frame was 39.20ms (=1/25)
12.0561 	WARNING 	t of last frame was 38.41ms (=1/26)
12.2790 	WARNING 	t of last frame was 39.57ms (=1/25)
12.3874 	WARNING 	t of last frame was 37.66ms (=1/26)
12.6549 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
13.3756 	EXP 	Screen (0) actual frame rate measured at 37.59Hz
13.3757 	EXP 	window1: recordFrameIntervals = False
14.7278 	EXP 	Created Tinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='Tinstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.7420 	EXP 	Created Tblank_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Tblank_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.7967 	EXP 	Sound Tprobe set volume 1.000
