8.9874 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [3840, 2160]. Using actual size
11.8456 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([ 0.6078, -0.2784, -0.2784]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FD01E2AB20>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FD02B160A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.8464 	EXP 	window1: mouseVisible = True
11.8465 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
11.8465 	EXP 	window1: recordFrameIntervals = False
12.1291 	EXP 	window1: recordFrameIntervals = True
12.1834 	WARNING 	t of last frame was 34.82ms (=1/28)
12.2986 	WARNING 	t of last frame was 41.13ms (=1/24)
12.4989 	WARNING 	t of last frame was 42.80ms (=1/23)
12.7812 	EXP 	Screen (0) actual frame rate measured at 35.50Hz
12.7812 	EXP 	window1: recordFrameIntervals = False
14.6024 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.6025 	EXP 	window1: recordFrameIntervals = False
14.8790 	EXP 	window1: recordFrameIntervals = True
15.3423 	EXP 	Screen (0) actual frame rate measured at 35.96Hz
15.3424 	EXP 	window1: recordFrameIntervals = False
15.4309 	EXP 	Created instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
